web-scraper-order,web-scraper-start-url,link,link-href,brand,product_name,category,price,rating,number_of_reviews,number_of_recommendations,repurchase_yes,repurchase_no,repurchase_maybe,repurchase_yes_num,repurchase_no_num,rating_imputed_mean,rating_imputed_median,number_of_recommendations_imputed_mean,number_of_recommendations_imputed_median,repurchase_yes_num_imputed_mean,repurchase_yes_num_imputed_median,repurchase_no_num_imputed_mean,repurchase_no_num_imputed_median
1639359750-2073,https://www.sociolla.com/146-face?page=9,,https://www.sociolla.com/liquid-foundation/13920-pro-color-foundation-mixing-pigment,LA GIRL,Pro Color Foundation Mixing Pigment,Pro Color Foundation Mixing Pigment,Rp 280.000Rp 196.000,4.3,(2),1.0,Yes (0),No (1),Maybe (1),0.0,1.0,4.3,4.3,1.0,2.0,0.0,1.0,1.0,1.0
1639359653-2058,https://www.sociolla.com/146-face?page=10,,https://www.sociolla.com/blush/16462-terracotta-blusher,NOTE COSMETICS,Terracotta Blusher,Terracotta Blusher,Rp 99.000Rp 64.350,4.7,(42),39.0,Yes (30),No (1),Maybe (11),30.0,1.0,4.7,4.6,39.0,39.0,30.0,30.0,1.0,1.0
1639359889-2092,https://www.sociolla.com/146-face?page=8,,https://www.sociolla.com/concealer/60978-serum-color-corrector,Wardah,,,,,,,,,,,,4.462214983713356,4.5,213.94193548387096,21.5,87.42948717948718,13.5,23.272435897435898,2.0
1639359528-2042,https://www.sociolla.com/146-face?page=11,,https://www.sociolla.com/face-primer/25246-dura-wear-pore-refining-primer,Mineral Botanica,Dura Wear Pore Refining Primer,Dura Wear Pore Refining Primer,Rp 80.000Rp 56.000,4.6,(31),20.0,Yes (23),No (0),Maybe (8),23.0,0.0,4.6,4.6,20.0,20.0,23.0,23.0,0.0,0.0
1639358362-1858,https://www.sociolla.com/146-face?page=23,,https://www.sociolla.com/loose-powder/25127-femme-banana-loose-powder,Madame Gie,Femme Banana Loose Powder,Femme Banana Loose Powder,Rp 62.700Rp 40.755,4.5,(41),37.0,Yes (18),No (3),Maybe (20),18.0,3.0,4.5,4.5,37.0,37.0,18.0,18.0,3.0,3.0
1639360345-2151,https://www.sociolla.com/146-face?page=3,,https://www.sociolla.com/foundation/10065-bare-with-me-mineral-cushion,Emina,Bare With Me Mineral Cushion,Bare With Me Mineral Cushion,Rp 126.000,4.4,"(2,4k)",2251.0,"Yes (1,4k)",No (283),Maybe (730),1.0,283.0,4.4,4.4,2251.0,228.0,1.0,1.0,283.0,17.0
1639359262-2004,https://www.sociolla.com/146-face?page=13,,https://www.sociolla.com/compact-powder/26392-biyas-illuminating-powder,Sada By Cathy Sharon,Biyas Illuminating Powder,Biyas Illuminating Powder,Rp 169.000,4.7,(8),6.0,Yes (5),No (1),Maybe (2),5.0,1.0,4.7,4.6,6.0,6.0,5.0,5.0,1.0,1.0
1639359448-2029,https://www.sociolla.com/146-face?page=12,,https://www.sociolla.com/blush/58261-hydrastay-liquid-tint-blush,Make Over,Hydrastay Liquid Tint Blush,Hydrastay Liquid Tint Blush,Rp 131.000,4.7,(19),15.0,Yes (14),No (0),Maybe (5),14.0,0.0,4.7,4.6,15.0,15.0,14.0,14.0,0.0,0.0
1639358543-1886,https://www.sociolla.com/146-face?page=22,,https://www.sociolla.com/liquid-foundation/15445-photoready-candid-foundation,Revlon,Photoready Candid Foundation,Photoready Candid Foundation,Rp 145.000Rp 101.500,4.1,(15),11.0,Yes (7),No (2),Maybe (6),7.0,2.0,4.1,4.2,11.0,11.0,7.0,7.0,2.0,2.0
1639360524-2177,https://www.sociolla.com/146-face?page=2,,https://www.sociolla.com/loose-powder/2609-silky-smooth-translucent-powder,Make Over,Silky Smooth Translucent Powder,Silky Smooth Translucent Powder,Rp 129.000Rp 90.300 - Rp 116.100,4.4,"(2,4k)",2275.0,"Yes (1,7k)",No (171),Maybe (544),1.0,171.0,4.4,4.4,2275.0,228.0,1.0,1.0,171.0,17.0
1639359852-2087,https://www.sociolla.com/146-face?page=8,,https://www.sociolla.com/loose-powder/53956-crystal-loose-setting-powder,YOU Makeups,Crystal Loose Setting Powder,Crystal Loose Setting Powder,Rp 69.000Rp 58.650 - Rp 69.000,4.6,(20),19.0,Yes (16),No (1),Maybe (3),16.0,1.0,4.6,4.6,19.0,19.0,16.0,16.0,1.0,1.0
1639359227-1998,https://www.sociolla.com/146-face?page=14,,https://www.sociolla.com/cake-foundation/17077-hard-cover-glow-cushion-ex,Holika Holika,Hard Cover Glow Cushion EX,Hard Cover Glow Cushion EX,Rp 458.000Rp 343.500,4.5,(6),4.0,Yes (5),No (1),Maybe (0),5.0,1.0,4.5,4.5,4.0,4.0,5.0,5.0,1.0,1.0
1639358724-1916,https://www.sociolla.com/146-face?page=20,,https://www.sociolla.com/liquid-foundation/25792-radiant-lift-foundation,Max Factor,Radiant Lift Foundation,Radiant Lift Foundation,Rp 220.000,,,,,,,,,4.462214983713356,4.5,213.94193548387096,21.5,87.42948717948718,13.5,23.272435897435898,2.0
1639358768-1924,https://www.sociolla.com/146-face?page=19,,https://www.sociolla.com/face-primer/25795-miracle-prep-pore-minimising-and-mattifying-primer,Max Factor,Miracle Prep Pore Minimising And Mattifying Primer,Miracle Prep Pore Minimising And Mattifying Primer,Rp 215.000,3.4,(1),1.0,Yes (0),No (0),Maybe (1),0.0,0.0,3.4,4.2,1.0,2.0,0.0,1.0,0.0,0.0
1639360142-2122,https://www.sociolla.com/146-face?page=5,,https://www.sociolla.com/face-primer/14021-sunny-snail-tone-up-cream,COSRX,Sunny Snail Tone Up Cream,Sunny Snail Tone Up Cream,Rp 269.000Rp 188.300,4.4,(463),402.0,Yes (253),No (63),Maybe (147),253.0,63.0,4.4,4.4,402.0,228.0,253.0,115.0,63.0,17.0
1639358489-1876,https://www.sociolla.com/146-face?page=22,,https://www.sociolla.com/contour/11533-highlight-and-contour,Mineral Botanica,Highlight And Contour,Highlight And Contour,Rp 89.900Rp 62.930,4.5,(190),175.0,Yes (99),No (18),Maybe (73),99.0,18.0,4.5,4.5,175.0,175.0,99.0,99.0,18.0,17.0
1639359881-2091,https://www.sociolla.com/146-face?page=8,,https://www.sociolla.com/face-primer/16352-skin-perfecting-primer,NOTE COSMETICS,Skin Perfecting Primer,Skin Perfecting Primer,Rp 139.000Rp 90.350,4.5,(10),10.0,Yes (7),No (1),Maybe (2),7.0,1.0,4.5,4.5,10.0,10.0,7.0,7.0,1.0,1.0
1639358904-1948,https://www.sociolla.com/146-face?page=18,,https://www.sociolla.com/compact-powder/55447-phan-phu-nen-i-m-meme-i-m-oil-cut-pact,IMMEME,Oil Cut Pact 001 Skin Mattifying,Oil Cut Pact 001 Skin Mattifying,Rp 220.000Rp 110.000,4.4,(1),0.0,Yes (0),No (0),Maybe (1),0.0,0.0,4.4,4.4,0.0,2.0,0.0,1.0,0.0,0.0
1639358468-1873,https://www.sociolla.com/146-face?page=23,,https://www.sociolla.com/face-primer/59934-fit-me-matte-and-poreless-primer,Maybelline,Fit Me Matte and Poreless Primer,Fit Me Matte and Poreless Primer,Rp 110.000,5.0,(113),22.0,Yes (110),No (0),Maybe (3),110.0,0.0,5.0,4.6,22.0,22.0,110.0,110.0,0.0,0.0
1639358931-1952,https://www.sociolla.com/146-face?page=18,,https://www.sociolla.com/blush/8587-dandelion-blush-powder,Benefit Cosmetics,Dandelion Blush Powder,Dandelion Blush Powder,Rp 530.000,4.4,(34),33.0,Yes (20),No (5),Maybe (9),20.0,5.0,4.4,4.4,33.0,33.0,20.0,20.0,5.0,5.0
1639359775-2077,https://www.sociolla.com/146-face?page=9,,https://www.sociolla.com/loose-powder/51346-translucent-setting-powder,Goban,Translucent Setting Powder,Translucent Setting Powder,Rp 119.000Rp 71.400,4.8,(23),19.0,Yes (17),No (1),Maybe (5),17.0,1.0,4.8,4.6,19.0,19.0,17.0,17.0,1.0,1.0
1639359840-2085,https://www.sociolla.com/146-face?page=8,,https://www.sociolla.com/blush/16548-blush-cream-3-in-1,Everwhite,Blush Cream 3 in 1,Blush Cream 3 in 1,Rp 96.800Rp 64.856,4.3,(29),22.0,Yes (17),No (4),Maybe (8),17.0,4.0,4.3,4.3,22.0,22.0,17.0,17.0,4.0,4.0
1639360333-2149,https://www.sociolla.com/146-face?page=3,,https://www.sociolla.com/blush/11329-blush,ESQA,Blush,Blush,Rp 135.000,4.6,"(1,4k)",1308.0,Yes (1k),No (51),Maybe (274),1.0,51.0,4.6,4.6,1308.0,228.0,1.0,1.0,51.0,17.0
1639360354-2152,https://www.sociolla.com/146-face?page=3,,https://www.sociolla.com/loose-powder/10708-everyday-luminous-face-powder,Wardah,Everyday Luminous Face Powder,Everyday Luminous Face Powder,Rp 42.000,4.2,"(1,5k)",1331.0,Yes (798),No (226),Maybe (474),798.0,226.0,4.2,4.2,1331.0,228.0,798.0,115.0,226.0,17.0
1639359919-2095,https://www.sociolla.com/146-face?page=8,,https://www.sociolla.com/blush/58457-cushion-blush,SYCA,Cushion Blush,Cushion Blush,Rp 159.000Rp 143.100,4.7,(4),3.0,Yes (2),No (0),Maybe (2),2.0,0.0,4.7,4.6,3.0,3.0,2.0,2.0,0.0,0.0
1639360516-2176,https://www.sociolla.com/146-face?page=2,,https://www.sociolla.com/cake-foundation/14385-make-it-glow-dewy-cushion,Pixy,Make It Glow Dewy Cushion,Make It Glow Dewy Cushion,Rp 125.000,4.6,"(2,7k)",2592.0,Yes (2k),No (179),Maybe (526),2.0,179.0,4.6,4.6,2592.0,228.0,2.0,2.0,179.0,17.0
1639359757-2074,https://www.sociolla.com/146-face?page=9,,https://www.sociolla.com/concealer/58283-perfect-cover-longwear-liquid-concealer,Goban,Perfect Cover Longwear Liquid Concealer,Perfect Cover Longwear Liquid Concealer,Rp 120.000Rp 78.000,4.7,(180),155.0,Yes (140),No (1),Maybe (39),140.0,1.0,4.7,4.6,155.0,155.0,140.0,115.0,1.0,1.0
1639358109-1827,https://www.sociolla.com/146-face?page=25,,https://www.sociolla.com/blush/16886-refill-blush-on,Wardah,,,,,,,,,,,,4.462214983713356,4.5,213.94193548387096,21.5,87.42948717948718,13.5,23.272435897435898,2.0
1639358215-1839,https://www.sociolla.com/146-face?page=25,,https://www.sociolla.com/face-primer/7643-the-porefessional-matte-rescue-mini,Benefit Cosmetics,The Porefessional Matte Rescue Mini,The Porefessional Matte Rescue Mini,Rp 230.000,4.3,(41),34.0,Yes (20),No (10),Maybe (11),20.0,10.0,4.3,4.3,34.0,34.0,20.0,20.0,10.0,10.0
1639358267-1847,https://www.sociolla.com/146-face?page=24,,https://www.sociolla.com/bb-cc-cream/58190-lng-neo-cushion-glow-no-21n-beige-ol21,Laneige,LNG Neo Cushion-Glow No.21N Beige (OL21),LNG Neo Cushion-Glow No.21N Beige (OL21),Rp 590.000 - Rp 751.000Rp 472.000 - Rp 590.000,4.0,(1),1.0,Yes (1),No (0),Maybe (0),1.0,0.0,4.0,4.2,1.0,2.0,1.0,1.0,0.0,0.0
1639358552-1888,https://www.sociolla.com/146-face?page=22,,https://www.sociolla.com/liquid-foundation/16368-gen-matte-cushion-liquid-foundation,Silkygirl,Gen Matte Cushion Liquid Foundation,Gen Matte Cushion Liquid Foundation,Rp 165.000,4.4,(2),1.0,Yes (2),No (0),Maybe (0),2.0,0.0,4.4,4.4,1.0,2.0,2.0,2.0,0.0,0.0
1639359949-2098,https://www.sociolla.com/146-face?page=6,,https://www.sociolla.com/contour/2473-face-contour-kit,Make Over,Face Contour Kit,Face Contour Kit,Rp 127.000,4.2,(402),360.0,Yes (194),No (58),Maybe (150),194.0,58.0,4.2,4.2,360.0,228.0,194.0,115.0,58.0,17.0
1639359014-1964,https://www.sociolla.com/146-face?page=17,,https://www.sociolla.com/cake-foundation/54769-loveskin-bb-cushion,Masami,Loveskin BB Cushion,Loveskin BB Cushion,Rp 249.000,4.5,(15),12.0,Yes (10),No (1),Maybe (4),10.0,1.0,4.5,4.5,12.0,12.0,10.0,10.0,1.0,1.0
1639359666-2060,https://www.sociolla.com/146-face?page=10,,https://www.sociolla.com/blush/14388-twin-blush,Pixy,Twin Blush,Twin Blush,Rp 50.000,4.5,(334),313.0,Yes (224),No (19),Maybe (91),224.0,19.0,4.5,4.5,313.0,228.0,224.0,115.0,19.0,17.0
1639358682-1909,https://www.sociolla.com/146-face?page=20,,https://www.sociolla.com/cake-foundation/14254-glam-rock-aqua-foundation-refill,Mizzu,Glam Rock Aqua Foundation Refill,Glam Rock Aqua Foundation Refill,Rp 97.900,4.5,(14),13.0,Yes (9),No (1),Maybe (4),9.0,1.0,4.5,4.5,13.0,13.0,9.0,9.0,1.0,1.0
1639360105-2118,https://www.sociolla.com/146-face?page=5,,https://www.sociolla.com/cake-foundation/61097-noutriwear-flawless-cushion-foundation,YOU Makeups,NoutriWear+ Flawless Cushion Foundation,NoutriWear+ Flawless Cushion Foundation,Rp 175.500Rp 149.175,,,,,,,,,4.462214983713356,4.5,213.94193548387096,21.5,87.42948717948718,13.5,23.272435897435898,2.0
1639358629-1901,https://www.sociolla.com/146-face?page=21,,https://www.sociolla.com/face-primer/61109-joy-to-the-pores-holiday-set,Benefit Cosmetics,Joy to the Pores Holiday Set,Joy to the Pores Holiday Set,Rp 260.000,,,,,,,,,4.462214983713356,4.5,213.94193548387096,21.5,87.42948717948718,13.5,23.272435897435898,2.0
1639358303-1852,https://www.sociolla.com/146-face?page=24,,https://www.sociolla.com/liquid-foundation/53952-flawless-matte-long-wear-foundation,Wardah,,,,,,,,,,,,4.462214983713356,4.5,213.94193548387096,21.5,87.42948717948718,13.5,23.272435897435898,2.0
1639358954-1955,https://www.sociolla.com/146-face?page=17,,https://www.sociolla.com/setting-spray/25796-lasting-performance-setting-spray,Max Factor,Lasting Performance Setting Spray,Lasting Performance Setting Spray,Rp 250.000,,,,,,,,,4.462214983713356,4.5,213.94193548387096,21.5,87.42948717948718,13.5,23.272435897435898,2.0
1639358730-1917,https://www.sociolla.com/146-face?page=20,,https://www.sociolla.com/compact-powder/10394-uv-foundation-ex-plus,Cezanne,UV Foundation EX Plus,UV Foundation EX Plus,Rp 165.000,3.9,(4),3.0,Yes (2),No (1),Maybe (1),2.0,1.0,3.9,4.2,3.0,3.0,2.0,2.0,1.0,1.0
1639358635-1902,https://www.sociolla.com/146-face?page=21,,https://www.sociolla.com/liquid-foundation/5200-colorstay-liquid-makeup-for-normal-dry,Revlon,Colorstay Liquid Makeup For Normal/Dry,Colorstay Liquid Makeup For Normal/Dry,Rp 145.000Rp 79.750,4.3,(165),146.0,Yes (83),No (20),Maybe (62),83.0,20.0,4.3,4.3,146.0,146.0,83.0,83.0,20.0,17.0
1639360282-2142,https://www.sociolla.com/146-face?page=4,,https://www.sociolla.com/cake-foundation/59141-maybelline-fit-me-matte-and-poreless-24hr-oil-control-powder-foundation-full-coverage-and-tahan-lama,Maybelline,Fit Me Matte and Poreless 24HR Oil Control Powder Foundation (Full Coverage & Tahan lama),Fit Me Matte and Poreless 24HR Oil Control Powder Foundation (Full Coverage & Tahan lama),Rp 149.000,4.9,(1k),639.0,,,,,,4.9,4.6,639.0,228.0,87.42948717948718,13.5,23.272435897435898,2.0
1639359820-2082,https://www.sociolla.com/146-face?page=8,,https://www.sociolla.com/blush/25003-sunkissed-blushing-powder,Goban,Sunkissed Blushing Powder,Sunkissed Blushing Powder,Rp 120.000Rp 66.000,4.7,(518),510.0,Yes (399),No (10),Maybe (109),399.0,10.0,4.7,4.6,510.0,228.0,399.0,115.0,10.0,10.0
1639358483-1875,https://www.sociolla.com/146-face?page=22,,https://www.sociolla.com/makeup/13240-bare-with-me-hydrating-jelly-primer,NYX Professional Makeup,Bare With Me Hydrating Jelly Primer,Bare With Me Hydrating Jelly Primer,Rp 360.000,4.3,(38),36.0,Yes (15),No (5),Maybe (18),15.0,5.0,4.3,4.3,36.0,36.0,15.0,15.0,5.0,5.0
1639358261-1846,https://www.sociolla.com/146-face?page=24,,https://www.sociolla.com/blush/58306-lng-cheek-glow-no-2-peach-coral-ol21,Laneige,LNG Cheek Glow No.2 Peach Coral (OL21),LNG Cheek Glow No.2 Peach Coral (OL21),Rp 436.000Rp 280.000,,,,,,,,,4.462214983713356,4.5,213.94193548387096,21.5,87.42948717948718,13.5,23.272435897435898,2.0
1639359203-1994,https://www.sociolla.com/146-face?page=14,,https://www.sociolla.com/primer/7639-the-porefessional-mini-primer,Benefit Cosmetics,The Porefessional Mini Primer,The Porefessional Mini Primer,Rp 230.000,4.4,(516),492.0,Yes (309),No (62),Maybe (145),309.0,62.0,4.4,4.4,492.0,228.0,309.0,115.0,62.0,17.0
1639358980-1959,https://www.sociolla.com/146-face?page=17,,https://www.sociolla.com/loose-powder/16389-shine-free-loose-powder,Silkygirl,Shine free Loose Powder,Shine free Loose Powder,Rp 49.500,4.2,(38),37.0,Yes (18),No (1),Maybe (19),18.0,1.0,4.2,4.2,37.0,37.0,18.0,18.0,1.0,1.0
1639359221-1997,https://www.sociolla.com/146-face?page=14,,https://www.sociolla.com/concealer/47666-magic-concealer,Calypso,Magic Concealer,Magic Concealer,Rp 249.000Rp 211.650,4.6,(15),15.0,Yes (8),No (0),Maybe (7),8.0,0.0,4.6,4.6,15.0,15.0,8.0,8.0,0.0,0.0
1639358535-1885,https://www.sociolla.com/146-face?page=22,,https://www.sociolla.com/cake-foundation/47681-blue-pearlsation-high-coverage-marine-collagen-aqua-cushion-spf50-pa-refill,Klavuu,BLUE PEARLSATION High Coverage Marine Collagen Aqua Cushion SPF50+ PA+++ (REFILL),BLUE PEARLSATION High Coverage Marine Collagen Aqua Cushion SPF50+ PA+++ (REFILL),Rp 250.000Rp 212.500,,,,,,,,,4.462214983713356,4.5,213.94193548387096,21.5,87.42948717948718,13.5,23.272435897435898,2.0
1639359407-2024,https://www.sociolla.com/146-face?page=12,,https://www.sociolla.com/loose-powder/60500-soul-matte-loose-powder,barenbliss,Soul-Matte Loose Powder,Soul-Matte Loose Powder,Rp 99.000Rp 74.250,5.0,(31),21.0,Yes (29),No (1),Maybe (1),29.0,1.0,5.0,4.6,21.0,21.0,29.0,29.0,1.0,1.0
1639358375-1860,https://www.sociolla.com/146-face?page=23,,https://www.sociolla.com/cake-foundation/55026-lng-neo-cushion-matte-ol21,Laneige,LNG Neo Cushion Matte (OL21),LNG Neo Cushion Matte (OL21),Rp 590.000Rp 395.000,4.6,(4),2.0,Yes (4),No (0),Maybe (0),4.0,0.0,4.6,4.6,2.0,2.0,4.0,4.0,0.0,0.0
1639359763-2075,https://www.sociolla.com/146-face?page=9,,https://www.sociolla.com/cake-foundation/56760-refill-cover-cushion,BLP Beauty,Refill Cover Cushion,Refill Cover Cushion,Rp 139.000,4.6,(32),23.0,Yes (29),No (1),Maybe (2),29.0,1.0,4.6,4.6,23.0,23.0,29.0,29.0,1.0,1.0
1639359127-1982,https://www.sociolla.com/146-face?page=15,,https://www.sociolla.com/setting-spray/56552-porefessional-super-setter-setting-spray,Benefit Cosmetics,Porefessional Super Setter Setting Spray,Porefessional Super Setter Setting Spray,Rp 520.000,4.3,(3),2.0,Yes (2),No (0),Maybe (1),2.0,0.0,4.3,4.3,2.0,2.0,2.0,2.0,0.0,0.0
1639358688-1910,https://www.sociolla.com/146-face?page=20,,https://www.sociolla.com/compact-powder/11070-fine-cover-two-way-cake,Moko Moko,Fine Cover Two Way Cake,Fine Cover Two Way Cake,Rp 65.000,4.3,(89),79.0,Yes (32),No (16),Maybe (41),32.0,16.0,4.3,4.3,79.0,79.0,32.0,32.0,16.0,16.0
1639360457-2167,https://www.sociolla.com/146-face?page=2,,https://www.sociolla.com/blush/60499-spark-tacular-party-blush,barenbliss,Spark-Tacular Party Blush,Spark-Tacular Party Blush,Rp 75.000Rp 52.500,4.9,(21),12.0,Yes (20),No (0),Maybe (1),20.0,0.0,4.9,4.6,12.0,12.0,20.0,20.0,0.0,0.0
1639359794-2080,https://www.sociolla.com/146-face?page=9,,https://www.sociolla.com/setting-spray/26388-lekat-glamify-setting-spray,Sada By Cathy Sharon,Lekat Glamify Setting Spray,Lekat Glamify Setting Spray,Rp 99.000,4.5,(16),12.0,Yes (10),No (2),Maybe (4),10.0,2.0,4.5,4.5,12.0,12.0,10.0,10.0,2.0,2.0
1639360176-2127,https://www.sociolla.com/146-face?page=5,,https://www.sociolla.com/pressed-powder/55354-colorfit-velvet-powder-foundation,Wardah,Colorfit Velvet Powder Foundation,Colorfit Velvet Powder Foundation,Rp 69.000,4.6,(101),84.0,Yes (83),No (0),Maybe (18),83.0,0.0,4.6,4.6,84.0,84.0,83.0,83.0,0.0,0.0
1639358226-1841,https://www.sociolla.com/146-face?page=25,,https://www.sociolla.com/blush/8589-galifornia,Benefit Cosmetics,GALifornia,GALifornia,Rp 530.000,4.6,(142),136.0,Yes (90),No (17),Maybe (35),90.0,17.0,4.6,4.6,136.0,136.0,90.0,90.0,17.0,17.0
1639360438-2164,https://www.sociolla.com/146-face?page=2,,https://www.sociolla.com/liquid-foundation/9349-esme-df-improved-formula-sureface,Erha,Esme Df Improved Formula Sureface,Esme Df Improved Formula Sureface,Rp 196.400Rp 172.832,4.3,(13),10.0,Yes (8),No (3),Maybe (2),8.0,3.0,4.3,4.3,10.0,10.0,8.0,8.0,3.0,3.0
1639359340-2016,https://www.sociolla.com/146-face?page=13,,https://www.sociolla.com/liquid-foundation/53887-extra-full-coverage-liquid-foundation,YOU Makeups,Extra Full Coverage Liquid Foundation,Extra Full Coverage Liquid Foundation,Rp 129.000Rp 109.650,4.4,(10),7.0,Yes (4),No (1),Maybe (5),4.0,1.0,4.4,4.4,7.0,7.0,4.0,4.0,1.0,1.0
1639360260-2139,https://www.sociolla.com/146-face?page=4,,https://www.sociolla.com/loose-powder/912-touch-and-glow-face-powder,Revlon,Touch & Glow Face Powder,Touch & Glow Face Powder,Rp 50.000Rp 27.500,4.4,"(1,7k)",1567.0,"Yes (1,1k)",No (145),Maybe (404),1.0,145.0,4.4,4.4,1567.0,228.0,1.0,1.0,145.0,17.0
1639359769-2076,https://www.sociolla.com/146-face?page=9,,https://www.sociolla.com/liquid-foundation/10709-everyday-luminous-liquid-foundation,Wardah,Everyday Luminous Liquid Foundation,Everyday Luminous Liquid Foundation,Rp 39.000,4.0,"(1,3k)",1012.0,Yes (460),No (335),Maybe (466),460.0,335.0,4.0,4.2,1012.0,228.0,460.0,115.0,335.0,17.0
1639359465-2032,https://www.sociolla.com/146-face?page=12,,https://www.sociolla.com/compact-powder/4657-fitme-matte-poreless-powder,Maybelline,Maybelline Fit Me Matte + Poreless Powder Foundation,Maybelline Fit Me Matte + Poreless Powder Foundation,Rp 189.000,4.4,"(1,3k)",1186.0,Yes (870),No (94),Maybe (288),870.0,94.0,4.4,4.4,1186.0,228.0,870.0,115.0,94.0,17.0
1639358447-1870,https://www.sociolla.com/146-face?page=23,,https://www.sociolla.com/blush/55317-bloom-all-day-hydrating-gel-blush-serum,Mad For Makeup,Bloom All Day Hydrating Gel Blush + Serum,Bloom All Day Hydrating Gel Blush + Serum,Rp 99.000,4.7,(69),60.0,Yes (54),No (1),Maybe (14),54.0,1.0,4.7,4.6,60.0,60.0,54.0,54.0,1.0,1.0
1639358190-1835,https://www.sociolla.com/146-face?page=25,,https://www.sociolla.com/cake-foundation/26560-perfecting-cushion-intense,Sulwhasoo,Perfecting Cushion Intense,Perfecting Cushion Intense,Rp 1.100.000,4.7,(4),4.0,Yes (4),No (0),Maybe (0),4.0,0.0,4.7,4.6,4.0,4.0,4.0,4.0,0.0,0.0
1639359484-2035,https://www.sociolla.com/146-face?page=11,,https://www.sociolla.com/highlighter/56205-cheek-lit-highlighter-powder-nudesparkle,Emina,Cheek Lit Highlighter Powder Nudesparkle,Cheek Lit Highlighter Powder Nudesparkle,Rp 44.500,4.6,(23),18.0,Yes (12),No (3),Maybe (8),12.0,3.0,4.6,4.6,18.0,18.0,12.0,12.0,3.0,3.0
1639358558-1889,https://www.sociolla.com/146-face?page=22,,https://www.sociolla.com/liquid-foundation/14139-facefinity-all-day-flawless-3-in-1-foundation,Max Factor,Facefinity All Day Flawless 3-In-1 Foundation,Facefinity All Day Flawless 3-In-1 Foundation,Rp 190.000,4.3,(15),12.0,Yes (7),No (1),Maybe (7),7.0,1.0,4.3,4.3,12.0,12.0,7.0,7.0,1.0,1.0
1639358960-1956,https://www.sociolla.com/146-face?page=17,,https://www.sociolla.com/highlighter/53917-the-simplicity-gleam-highlighter,YOU Makeups,The Simplicity Gleam Highlighter,The Simplicity Gleam Highlighter,Rp 49.000Rp 41.650,4.4,(37),33.0,Yes (24),No (4),Maybe (9),24.0,4.0,4.4,4.4,33.0,33.0,24.0,24.0,4.0,4.0
1639359560-2047,https://www.sociolla.com/146-face?page=11,,https://www.sociolla.com/concealer/16361-full-coverage-liquid-concealer,NOTE COSMETICS,Full Coverage Liquid Concealer,Full Coverage Liquid Concealer,Rp 69.000Rp 44.850,4.2,(34),30.0,Yes (19),No (3),Maybe (12),19.0,3.0,4.2,4.2,30.0,30.0,19.0,19.0,3.0,3.0
1639358835-1936,https://www.sociolla.com/146-face?page=19,,https://www.sociolla.com/cake-foundation/60504-noutriwear-sliky-pressed-foundation,YOU Makeups,NoutriWear+ Sliky Pressed Foundation,NoutriWear+ Sliky Pressed Foundation,Rp 105.000Rp 89.250,4.8,(1),1.0,Yes (1),No (0),Maybe (0),1.0,0.0,4.8,4.6,1.0,2.0,1.0,1.0,0.0,0.0
1639358713-1914,https://www.sociolla.com/146-face?page=20,,https://www.sociolla.com/blush/7658-dallas-blush-powder,Benefit Cosmetics,Dallas Blush Powder,Dallas Blush Powder,Rp 290.000,4.1,(6),6.0,Yes (4),No (0),Maybe (2),4.0,0.0,4.1,4.2,6.0,6.0,4.0,4.0,0.0,0.0
1639358314-1853,https://www.sociolla.com/146-face?page=24,,https://www.sociolla.com/concealer/53892-instant-skin-corrector,YOU Makeups,Instant Skin Corrector,Instant Skin Corrector,Rp 85.000Rp 72.250,,,,,,,,,4.462214983713356,4.5,213.94193548387096,21.5,87.42948717948718,13.5,23.272435897435898,2.0
1639358653-1905,https://www.sociolla.com/146-face?page=21,,https://www.sociolla.com/loose-powder/55735-no-sebum-mineral-powder-5g,Innisfree,No Sebum Mineral Powder,No Sebum Mineral Powder,Rp 90.000,4.6,(78),69.0,Yes (54),No (6),Maybe (18),54.0,6.0,4.6,4.6,69.0,69.0,54.0,54.0,6.0,6.0
1639358547-1887,https://www.sociolla.com/146-face?page=22,,https://www.sociolla.com/face-primer/25794-miracle-prep-illuminating-and-hydrating-primer,Max Factor,Miracle Prep Illuminating And Hydrating Primer,Miracle Prep Illuminating And Hydrating Primer,Rp 215.000,,,,,,,,,4.462214983713356,4.5,213.94193548387096,21.5,87.42948717948718,13.5,23.272435897435898,2.0
1639360508-2175,https://www.sociolla.com/146-face?page=2,,https://www.sociolla.com/makeup/14727-powerstay-fix-and-matte-makeup-setting-spray,Make Over,Powerstay Fix & Matte Makeup Setting Spray,Powerstay Fix & Matte Makeup Setting Spray,Rp 105.000Rp 94.500,4.5,(380),345.0,Yes (247),No (21),Maybe (112),247.0,21.0,4.5,4.5,345.0,228.0,247.0,115.0,21.0,17.0
1639359580-2050,https://www.sociolla.com/146-face?page=10,,https://www.sociolla.com/blush/16356-luminous-silk-compact-blusher,NOTE COSMETICS,Luminous Silk Compact Blusher,Luminous Silk Compact Blusher,Rp 89.000Rp 57.850,4.6,(33),31.0,Yes (27),No (0),Maybe (6),27.0,0.0,4.6,4.6,31.0,31.0,27.0,27.0,0.0,0.0
